Region,Delivery_Mode,Supplier,traffic_congestion_level,port_congestion_level,weather_condition_severity,fuel_consumption_rate,driver_behavior_score,fatigue_monitoring_score,supplier_reliability_score,Disruption,Weather_Conditions_Rainy,Weather_Conditions_Snowy,Weather_Conditions_Sunny,Is_Business_Day,Is_Holiday,Is_Working_Day,Week_Of_Year,Quarter,Is_Weekend,Delivery_Duration,traffic_congestion_level_rolling_mean_3,traffic_congestion_level_rolling_std_3,port_congestion_level_rolling_mean_3,port_congestion_level_rolling_std_3,supplier_reliability_score_rolling_mean_3,supplier_reliability_score_rolling_std_3,traffic_congestion_level_rolling_mean_7,traffic_congestion_level_rolling_std_7,port_congestion_level_rolling_mean_7,port_congestion_level_rolling_std_7,supplier_reliability_score_rolling_mean_7,supplier_reliability_score_rolling_std_7,traffic_congestion_level_expanding_mean,port_congestion_level_expanding_mean,supplier_reliability_score_expanding_mean,traffic_congestion_level_lag_1,traffic_congestion_level_lag_2,traffic_congestion_level_lag_3,traffic_congestion_level_lag_4,traffic_congestion_level_lag_5,traffic_congestion_level_lag_6,traffic_congestion_level_lag_7,port_congestion_level_lag_1,port_congestion_level_lag_2,port_congestion_level_lag_3,port_congestion_level_lag_4,port_congestion_level_lag_5,port_congestion_level_lag_6,port_congestion_level_lag_7,supplier_reliability_score_lag_1,supplier_reliability_score_lag_2,supplier_reliability_score_lag_3,supplier_reliability_score_lag_4,supplier_reliability_score_lag_5,supplier_reliability_score_lag_6,supplier_reliability_score_lag_7,Traffic_Port_Interaction
3,2,0,0.89032733,9.217979,0.066693045,0.5451643,0.9897689,0.8731584,0.06880938,1,False,False,True,False,False,False,1,1,True,240.0,0.52272063,0.36041763,7.6336675,3.4106658,0.37239042,0.4470933,0.5529617,0.29361445,8.017896,2.382415,0.52691287,0.42555812,0.48670685,7.015865,0.51294696,0.1699502,0.5078844,0.90714467,0.6596571,0.5250055,0.21076256,0.9967234,9.964027,3.718995,5.8013487,8.189089,9.235399,9.998433,7.9305024,0.8858041,0.16255777,0.021538198,0.98130566,0.68190074,0.8864742,0.07416657,8.207019
3,1,0,0.09786809,8.805627,0.3084798,0.91342866,0.42916468,0.71532184,0.16625912,1,True,False,False,True,False,True,1,1,False,48.0,0.38604853,0.4382029,9.329211,0.5871562,0.3736242,0.446229,0.5368339,0.31765962,7.847495,2.2564774,0.424025,0.41095087,0.48601985,7.0190268,0.51233447,0.89032733,0.1699502,0.5078844,0.90714467,0.6596571,0.5250055,0.21076256,9.217979,9.964027,3.718995,5.8013487,8.189089,9.235399,9.998433,0.06880938,0.8858041,0.16255777,0.021538198,0.98130566,0.68190074,0.8864742,0.8617898
1,3,3,0.439251,8.306421,0.832915,0.04212048,0.05939589,0.48208696,0.73686486,1,False,True,False,True,False,True,2,1,False,144.0,0.47581547,0.39749292,8.776676,0.45646825,0.3239778,0.36087522,0.5245833,0.31983793,7.714784,2.1875098,0.43187702,0.41717723,0.48593736,7.0212975,0.5127304,0.09786809,0.89032733,0.1699502,0.5078844,0.90714467,0.6596571,0.5250055,8.805627,9.217979,9.964027,3.718995,5.8013487,8.189089,9.235399,0.16625912,0.06880938,0.8858041,0.16255777,0.021538198,0.98130566,0.68190074,3.648604
3,1,1,0.7690623,8.907557,0.44023028,1.820577e-05,0.019978223,0.78714556,0.17118944,1,True,False,False,True,False,True,1,1,False,216.0,0.43539378,0.33561373,8.673202,0.32170352,0.35810447,0.3280254,0.5402126,0.3300487,7.8174224,2.2299175,0.31614614,0.34557965,0.48643583,7.024618,0.5121291,0.439251,0.09786809,0.89032733,0.1699502,0.5078844,0.90714467,0.6596571,8.306421,8.805627,9.217979,9.964027,3.718995,5.8013487,8.189089,0.73686486,0.16625912,0.06880938,0.8858041,0.16255777,0.021538198,0.98130566,6.850466
3,1,0,0.7865748,8.454617,0.7332193,7.047115e-05,0.1864866,0.46223044,0.99832994,1,False,False,True,True,False,True,1,1,False,312.0,0.6649627,0.19566807,8.556198,0.31317717,0.6354614,0.42279115,0.5229883,0.310261,8.196461,2.0482092,0.45568782,0.39975607,0.4869633,7.0271316,0.5129836,0.7690623,0.439251,0.09786809,0.89032733,0.1699502,0.5078844,0.90714467,8.907557,8.306421,8.805627,9.217979,9.964027,3.718995,5.8013487,0.17118944,0.73686486,0.16625912,0.06880938,0.8858041,0.16255777,0.021538198,6.650188
2,0,1,0.9844532,9.993801,0.14726968,0.07523714,0.13398279,0.4708098,0.9993013,0,False,False,True,True,False,True,1,1,False,120.0,0.84669673,0.11962151,9.118658,0.791009,0.7229402,0.47783044,0.5910696,0.3553983,9.092861,0.6744088,0.5752226,0.42197946,0.4878361,7.032336,0.5138368,0.7865748,0.7690623,0.439251,0.09786809,0.89032733,0.1699502,0.5078844,8.454617,8.907557,8.306421,8.805627,9.217979,9.964027,3.718995,0.99832994,0.17118944,0.73686486,0.16625912,0.06880938,0.8858041,0.16255777,9.838429
1,0,3,0.062064268,6.7082324,0.8401461,0.170346,0.96361583,0.69969255,0.9536861,1,False,False,False,True,False,True,2,1,False,288.0,0.61103076,0.4856049,8.3855505,1.6438729,0.98377246,0.026060058,0.57565725,0.37830544,8.627748,1.0117784,0.58492005,0.43099022,0.48709044,7.0317683,0.51460713,0.9844532,0.7865748,0.7690623,0.439251,0.09786809,0.89032733,0.1699502,9.993801,8.454617,8.907557,8.306421,8.805627,9.217979,9.964027,0.9993013,0.99832994,0.17118944,0.73686486,0.16625912,0.06880938,0.8858041,0.41634154
1,0,0,0.7170628,8.410766,0.7971565,0.8695294,0.043986734,0.04996959,0.32907355,0,False,False,False,True,False,True,1,1,False,288.0,0.5878601,0.47457385,8.370934,1.6431465,0.760687,0.37448338,0.5509052,0.35948566,8.512431,0.9787574,0.6221006,0.38814214,0.48749247,7.034179,0.51428276,0.062064268,0.9844532,0.7865748,0.7690623,0.439251,0.09786809,0.89032733,6.7082324,9.993801,8.454617,8.907557,8.306421,8.805627,9.217979,0.9536861,0.9993013,0.99832994,0.17118944,0.73686486,0.16625912,0.06880938,6.0310473
1,1,3,0.4262458,9.996751,0.761049,0.5621585,0.3449817,0.13215157,0.7147352,1,False,True,False,True,False,True,2,1,False,24.0,0.40179095,0.32818332,8.371917,1.6446031,0.6658316,0.31516486,0.5978163,0.30829433,8.682592,1.1300703,0.70045435,0.3320995,0.4873856,7.0393496,0.5146326,0.7170628,0.062064268,0.9844532,0.7865748,0.7690623,0.439251,0.09786809,8.410766,6.7082324,9.993801,8.454617,8.907557,8.306421,8.805627,0.32907355,0.9536861,0.9993013,0.99832994,0.17118944,0.73686486,0.16625912,4.261073
0,0,3,0.6393445,9.122917,0.10093701,0.16891298,0.74772704,0.9904538,0.44813046,1,False,False,True,False,False,False,1,1,True,336.0,0.59421766,0.15056875,9.176811,0.7943647,0.49731308,0.19747894,0.62640107,0.30031496,8.799234,1.1269056,0.65920657,0.34452197,0.48765033,7.0429792,0.5145167,0.4262458,0.7170628,0.062064268,0.9844532,0.7865748,0.7690623,0.439251,9.996751,8.410766,6.7082324,9.993801,8.454617,8.907557,8.306421,0.7147352,0.32907355,0.9536861,0.9993013,0.99832994,0.17118944,0.73686486,5.8326864
2,3,1,0.2565476,9.723404,0.96727073,0.13611527,0.9490402,0.98352087,0.9980955,0,False,False,False,True,False,True,1,1,False,0.0,0.44071263,0.19180806,9.614357,0.4470065,0.7203204,0.27502507,0.5531847,0.32146782,8.915784,1.1808729,0.777336,0.28611636,0.48724842,7.0476413,0.51535773,0.6393445,0.4262458,0.7170628,0.062064268,0.9844532,0.7865748,0.7690623,9.122917,9.996751,8.410766,6.7082324,9.993801,8.454617,8.907557,0.44813046,0.7147352,0.32907355,0.9536861,0.9993013,0.99832994,0.17118944,2.494516
0,0,0,0.43164408,9.483277,0.98947376,0.00086556847,0.00020760992,0.33827296,0.3491549,1,False,False,False,True,False,True,2,1,False,-96.0,0.44251207,0.19162971,9.443199,0.30224302,0.5984603,0.34961447,0.5024803,0.30614647,9.062736,1.1779201,0.6845967,0.30699405,0.4871519,7.0518694,0.5150692,0.2565476,0.6393445,0.4262458,0.7170628,0.062064268,0.9844532,0.7865748,9.723404,9.122917,9.996751,8.410766,6.7082324,9.993801,8.454617,0.9980955,0.44813046,0.7147352,0.32907355,0.9536861,0.9993013,0.99832994,4.0934005
0,1,0,0.7947367,8.249413,0.8324615,0.010608708,0.36475307,0.07931827,0.063359514,1,True,False,False,True,False,True,2,1,False,-96.0,0.49430946,0.27451244,9.152031,0.79085726,0.4702033,0.47898057,0.47537795,0.26151103,8.813537,1.1317307,0.55089074,0.34814456,0.48768497,7.053945,0.51428634,0.43164408,0.2565476,0.6393445,0.4262458,0.7170628,0.062064268,0.9844532,9.483277,9.723404,9.122917,9.996751,8.410766,6.7082324,9.993801,0.3491549,0.9980955,0.44813046,0.7147352,0.32907355,0.9536861,0.9993013,6.5561113
1,0,3,0.9736681,8.239233,0.974098,0.2802368,0.2298761,0.8321755,0.58192676,1,True,False,False,True,False,True,1,1,False,-120.0,0.7333496,0.27617708,8.657308,0.7153285,0.3314804,0.25973505,0.6056071,0.24801734,9.032251,0.73570293,0.4977823,0.30171826,0.48852575,7.055996,0.51440334,0.7947367,0.43164408,0.2565476,0.6393445,0.4262458,0.7170628,0.062064268,8.249413,9.483277,9.723404,9.122917,9.996751,8.410766,6.7082324,0.063359514,0.3491549,0.9980955,0.44813046,0.7147352,0.32907355,0.9536861,8.022279
1,3,2,0.447242,9.72835,0.116777964,1.3059991e-06,0.34677768,0.8495639,0.6117018,1,False,True,False,True,False,True,1,1,False,72.0,0.73854893,0.26767313,8.738998,0.85681826,0.41899604,0.30834985,0.56706125,0.24877442,9.220478,0.71854687,0.53815776,0.29419586,0.48845446,7.0606112,0.5145714,0.9736681,0.7947367,0.43164408,0.2565476,0.6393445,0.4262458,0.7170628,8.239233,8.249413,9.483277,9.723404,9.122917,9.996751,8.410766,0.58192676,0.063359514,0.3491549,0.9980955,0.44813046,0.7147352,0.32907355,4.3509264
1,1,0,0.8174588,0.05261539,0.09501106,0.00095108955,0.6568387,0.036419176,0.858096,0,False,True,False,True,False,True,2,1,False,168.0,0.74612296,0.27036586,6.006733,5.2098947,0.68390816,0.15158391,0.6229488,0.25571412,7.7998867,3.4741523,0.55863786,0.31293023,0.48902172,7.0485287,0.5151637,0.447242,0.9736681,0.7947367,0.43164408,0.2565476,0.6393445,0.4262458,9.72835,8.239233,8.249413,9.483277,9.723404,9.122917,9.996751,0.6117018,0.58192676,0.063359514,0.3491549,0.9980955,0.44813046,0.7147352,0.043010913
2,2,3,0.033125035,9.391149,0.43815348,0.0003576755,0.91183007,0.4205639,0.8422605,1,False,True,False,True,False,True,2,1,False,216.0,0.4326086,0.3923716,6.3907046,5.4915347,0.7706861,0.13791192,0.536346,0.33849207,7.838206,3.4926074,0.61494213,0.32495916,0.48823702,7.0525603,0.5157267,0.8174588,0.447242,0.9736681,0.7947367,0.43164408,0.2565476,0.6393445,0.05261539,9.72835,8.239233,8.249413,9.483277,9.723404,9.122917,0.858096,0.6117018,0.58192676,0.063359514,0.3491549,0.9980955,0.44813046,0.31108212
2,0,2,0.5720964,7.231193,0.42680815,1.8561492e-05,0.3421699,0.89684016,0.72040117,1,True,False,False,True,False,True,1,1,False,120.0,0.47422674,0.40122154,5.558319,4.888858,0.8069192,0.075344,0.5814245,0.31523213,7.482176,3.3940396,0.5752715,0.28486532,0.48838112,7.0528674,0.51607835,0.033125035,0.8174588,0.447242,0.9736681,0.7947367,0.43164408,0.2565476,9.391149,0.05261539,9.72835,8.239233,8.249413,9.483277,9.723404,0.8422605,0.858096,0.6117018,0.58192676,0.063359514,0.3491549,0.9980955,4.1369395
1,2,0,0.22964287,8.048829,0.0052677495,0.24088098,0.0037964387,0.8700131,0.072343595,1,True,False,False,True,False,True,1,1,False,336.0,0.2782881,0.2727587,8.223723,1.090547,0.54500175,0.41384384,0.5525671,0.3395376,7.2772546,3.2949398,0.535727,0.33609295,0.4879373,7.054576,0.51531726,0.5720964,0.033125035,0.8174588,0.447242,0.9736681,0.7947367,0.43164408,7.231193,9.391149,0.05261539,9.72835,8.239233,8.249413,9.483277,0.72040117,0.8422605,0.858096,0.6117018,0.58192676,0.063359514,0.3491549,1.8483561
2,2,2,0.91886824,8.496421,0.0015513563,0.9994655,0.0016600216,0.022169102,0.5980865,1,False,True,False,True,False,True,1,1,False,192.0,0.57353586,0.34461495,7.925481,0.6415694,0.4636104,0.34432182,0.5703002,0.35708165,7.3125415,3.3083813,0.61211663,0.26383737,0.4886752,7.0570445,0.51545894,0.22964287,0.5720964,0.033125035,0.8174588,0.447242,0.9736681,0.7947367,8.048829,7.231193,9.391149,0.05261539,9.72835,8.239233,8.249413,0.072343595,0.72040117,0.8422605,0.858096,0.6117018,0.58192676,0.063359514,7.807091
2,0,3,0.65368736,9.725308,0.9910146,0.052613575,0.043127585,0.76925534,0.0072188666,1,False,False,True,True,False,True,2,1,False,96.0,0.6007328,0.34765077,8.756852,0.86805195,0.22588299,0.32397825,0.5245887,0.31481868,7.524838,3.4234369,0.53001547,0.35011107,0.4889573,7.061606,0.51459014,0.91886824,0.22964287,0.5720964,0.033125035,0.8174588,0.447242,0.9736681,8.496421,8.048829,7.231193,9.391149,0.05261539,9.72835,8.239233,0.5980865,0.072343595,0.72040117,0.8422605,0.858096,0.6117018,0.58192676,6.3573112
1,3,1,0.2529036,10.0,0.6317419,0.8910243,0.9978891,0.57191783,0.4604347,1,True,False,False,True,False,True,1,1,False,288.0,0.6084864,0.33527538,9.407243,0.8006634,0.3552467,0.3091594,0.49682605,0.33093295,7.563645,3.4539819,0.5084059,0.34889507,0.48855445,7.0666203,0.51449776,0.65368736,0.91886824,0.22964287,0.5720964,0.033125035,0.8174588,0.447242,9.725308,8.496421,8.048829,7.231193,9.391149,0.05261539,9.72835,0.0072188666,0.5980865,0.072343595,0.72040117,0.8422605,0.858096,0.6117018,2.529036
0,2,3,0.02034606,9.9989605,0.13836235,0.025741143,0.9960394,0.057667397,0.029177161,1,False,False,False,False,False,False,1,1,True,24.0,0.308979,0.32037267,9.90809,0.15829419,0.16561025,0.2555614,0.3829528,0.33925352,8.984551,1.0772122,0.38998893,0.3510901,0.48775682,7.0716157,0.513671,0.2529036,0.65368736,0.91886824,0.22964287,0.5720964,0.033125035,0.8174588,10.0,9.725308,8.496421,8.048829,7.231193,9.391149,0.05261539,0.4604347,0.0072188666,0.5980865,0.072343595,0.72040117,0.8422605,0.858096,0.20343946
2,3,2,0.30976966,9.962653,0.99679536,0.48022303,0.22095276,0.08446675,0.086591214,1,False,True,False,True,False,True,2,1,False,0.0,0.19433978,0.1533421,9.987205,0.021268388,0.1920677,0.23417886,0.42247346,0.30621368,9.066195,1.1333593,0.2820362,0.30152658,0.48745412,7.0765324,0.51294464,0.02034606,0.2529036,0.65368736,0.91886824,0.22964287,0.5720964,0.033125035,9.9989605,10.0,9.725308,8.496421,8.048829,7.231193,9.391149,0.029177161,0.4604347,0.0072188666,0.5980865,0.072343595,0.72040117,0.8422605,3.0861278
3,2,3,0.97623783,9.304071,0.08737089,0.38241825,0.83312213,0.5361489,0.9772802,1,False,False,False,False,False,False,1,1,True,72.0,0.43545118,0.49018276,9.755229,0.39113468,0.3643495,0.5315892,0.48020795,0.37048075,9.362321,0.79399204,0.3187332,0.37132272,0.488284,7.080314,0.51373297,0.30976966,0.02034606,0.2529036,0.65368736,0.91886824,0.22964287,0.5720964,9.962653,9.9989605,10.0,9.725308,8.496421,8.048829,7.231193,0.086591214,0.029177161,0.4604347,0.0072188666,0.5980865,0.072343595,0.72040117,9.082987
2,3,2,0.6087954,5.2438126,0.8469281,0.024276994,0.042448185,0.9981494,0.9907011,0,False,False,True,False,False,False,1,1,True,192.0,0.631601,0.33381885,8.170179,2.5556111,0.6848575,0.51815724,0.53437257,0.35514107,8.961604,1.7270095,0.4499271,0.42771357,0.48848823,7.0772014,0.5145414,0.97623783,0.30976966,0.02034606,0.2529036,0.65368736,0.91886824,0.22964287,9.304071,9.962653,9.9989605,10.0,9.725308,8.496421,8.048829,0.9772802,0.086591214,0.029177161,0.4604347,0.0072188666,0.5980865,0.072343595,3.192409
0,2,2,0.9525021,9.922941,0.47931904,0.904921,0.98773706,0.055114727,0.8974237,0,False,False,True,True,False,True,2,1,False,168.0,0.8458451,0.20563382,8.156942,2.5417497,0.955135,0.050427932,0.5391774,0.36138272,9.165393,1.7470182,0.49268955,0.45882732,0.48927337,7.0820165,0.5151893,0.6087954,0.97623783,0.30976966,0.02034606,0.2529036,0.65368736,0.91886824,5.2438126,9.304071,9.962653,9.9989605,10.0,9.725308,8.496421,0.9907011,0.9772802,0.086591214,0.029177161,0.4604347,0.0072188666,0.5980865,9.451622
3,3,2,0.7133836,8.831491,0.121555135,4.5852526e-06,0.7044669,0.66895014,0.6798736,1,True,False,False,True,False,True,2,1,False,288.0,0.75822705,0.17618674,7.999415,2.4480245,0.85599947,0.1595005,0.5477055,0.36521935,9.037704,1.7318723,0.5887831,0.40780988,0.48965195,7.084972,0.51546746,0.9525021,0.6087954,0.97623783,0.30976966,0.02034606,0.2529036,0.65368736,9.922941,5.2438126,9.304071,9.962653,9.9989605,10.0,9.725308,0.8974237,0.9907011,0.9772802,0.086591214,0.029177161,0.4604347,0.0072188666,6.300241
3,2,2,0.033095434,9.758613,0.03493939,0.7632393,0.7897058,0.011720867,0.99978167,1,False,False,False,True,False,True,1,1,False,312.0,0.56632704,0.4770182,9.504349,0.5884755,0.8590263,0.16337399,0.5163043,0.40235227,9.003221,1.7118052,0.66583264,0.42987275,0.48888204,7.0894804,0.51628417,0.7133836,0.9525021,0.6087954,0.97623783,0.30976966,0.02034606,0.2529036,8.831491,9.922941,5.2438126,9.304071,9.962653,9.9989605,10.0,0.6798736,0.8974237,0.9907011,0.9772802,0.086591214,0.029177161,0.4604347,0.32296553
0,3,1,0.8591804,9.476803,0.9122272,9.129282e-05,0.09690097,0.79545844,0.45843533,1,False,False,True,False,False,False,1,1,True,168.0,0.53521985,0.44092047,9.355636,0.4752889,0.71269685,0.2721617,0.6361378,0.35175586,8.928626,1.6720992,0.72715527,0.3464351,0.48950544,7.0934997,0.5161868,0.033095434,0.7133836,0.9525021,0.6087954,0.97623783,0.30976966,0.02034606,9.758613,8.831491,9.922941,5.2438126,9.304071,9.962653,9.9989605,0.99978167,0.6798736,0.8974237,0.9907011,0.9772802,0.086591214,0.029177161,8.142283
2,0,1,0.35988927,4.3160124,0.22639374,0.41924638,0.06070927,0.58062583,0.784142,1,False,False,True,True,False,True,2,1,False,240.0,0.41738838,0.4160333,7.850476,3.0641766,0.74745303,0.2725317,0.64329773,0.3444395,8.1219635,2.3247778,0.82680535,0.20146042,0.48928759,7.0888314,0.51663715,0.8591804,0.033095434,0.7133836,0.9525021,0.6087954,0.97623783,0.30976966,9.476803,9.758613,8.831491,9.922941,5.2438126,9.304071,9.962653,0.45843533,0.99978167,0.6798736,0.8974237,0.9907011,0.9772802,0.086591214,1.5532866
2,3,0,0.9558952,9.916979,0.89399534,0.0032823908,0.24360652,0.07228542,0.012334498,0,False,False,True,True,False,True,1,1,False,336.0,0.7249883,0.31986156,7.9032645,3.1144378,0.41830397,0.38746563,0.64039165,0.34123313,8.209521,2.387418,0.68895596,0.353841,0.4900705,7.093577,0.515791,0.35988927,0.8591804,0.033095434,0.7133836,0.9525021,0.6087954,0.97623783,4.3160124,9.476803,9.758613,8.831491,9.922941,5.2438126,9.304071,0.784142,0.45843533,0.99978167,0.6798736,0.8974237,0.9907011,0.9772802,9.479592
1,1,0,0.99236095,9.848867,0.010244545,0.0013507796,0.801011,0.931813,0.65128523,1,False,False,False,True,False,True,1,1,False,96.0,0.7693818,0.35509935,8.027287,3.2142377,0.48258725,0.41263297,0.6951867,0.36526406,8.867387,2.0437348,0.640468,0.3279055,0.49091184,7.098192,0.5160179,0.9558952,0.35988927,0.8591804,0.033095434,0.7133836,0.9525021,0.6087954,9.916979,4.3160124,9.476803,9.758613,8.831491,9.922941,5.2438126,0.012334498,0.784142,0.45843533,0.99978167,0.6798736,0.8974237,0.9907011,9.773631
0,1,2,0.7668521,0.002617733,0.9949908,1.8000928e-05,0.20597577,0.917138,0.73610455,1,False,False,True,True,False,True,1,1,False,288.0,0.9050361,0.12105185,6.589488,5.704499,0.4665748,0.39566305,0.6686653,0.34988284,7.4501977,3.8399668,0.6174224,0.31212568,0.49137327,7.0863266,0.516386,0.99236095,0.9558952,0.35988927,0.8591804,0.033095434,0.7133836,0.9525021,9.848867,9.916979,4.3160124,9.476803,9.758613,8.831491,9.922941,0.65128523,0.012334498,0.784142,0.45843533,0.99978167,0.6798736,0.8974237,0.0020074141
2,0,3,0.03240591,9.994801,0.025419815,0.00038001474,0.99552065,0.9721284,0.7056177,1,False,False,False,True,False,True,2,1,False,-120.0,0.5972063,0.5019593,6.6154284,5.727327,0.69766915,0.04296468,0.57138276,0.42250976,7.6163845,3.933738,0.6211001,0.3131342,0.49060705,7.091182,0.5167019,0.7668521,0.99236095,0.9558952,0.35988927,0.8591804,0.033095434,0.7133836,0.002617733,9.848867,9.916979,4.3160124,9.476803,9.758613,8.831491,0.73610455,0.65128523,0.012334498,0.784142,0.45843533,0.99978167,0.6798736,0.3238906
2,0,2,0.6447357,8.311765,0.71569455,0.069492385,0.98029435,0.83411074,0.99426234,1,False,False,True,False,False,False,1,1,True,240.0,0.48133123,0.39354613,6.1030607,5.349739,0.81199485,0.15858257,0.65875995,0.3495881,7.409692,3.8392954,0.6203117,0.31202674,0.49086395,7.0932164,0.51749784,0.03240591,0.7668521,0.99236095,0.9558952,0.35988927,0.8591804,0.033095434,9.994801,0.002617733,9.848867,9.916979,4.3160124,9.476803,9.758613,0.7056177,0.73610455,0.65128523,0.012334498,0.784142,0.45843533,0.99978167,5.358891
1,0,2,0.56342614,4.501305,0.8487792,6.082745e-05,0.35022837,0.0087773,0.008723608,1,False,False,True,True,False,True,1,1,False,240.0,0.41352257,0.33255112,7.602623,2.8145661,0.56953454,0.5066662,0.6165093,0.33904162,6.6989064,3.8533618,0.55606717,0.38796663,0.49098468,7.0889034,0.5166513,0.6447357,0.03240591,0.7668521,0.99236095,0.9558952,0.35988927,0.8591804,8.311765,9.994801,0.002617733,9.848867,9.916979,4.3160124,9.476803,0.99426234,0.7056177,0.73610455,0.65128523,0.012334498,0.784142,0.45843533,2.536153
0,1,3,0.9663752,5.5637054,0.38244566,0.9445016,0.38058385,0.3277607,0.7173117,1,True,False,False,True,False,True,2,1,False,264.0,0.72484565,0.21308492,6.1255918,1.9663893,0.5734325,0.50827897,0.70315015,0.3400248,6.8771486,3.752299,0.54651994,0.38219807,0.49177435,7.08637,0.5169846,0.56342614,0.6447357,0.03240591,0.7668521,0.99236095,0.9558952,0.35988927,4.501305,8.311765,9.994801,0.002617733,9.848867,9.916979,4.3160124,0.008723608,0.99426234,0.7056177,0.73610455,0.65128523,0.012334498,0.784142,5.376627
0,2,1,0.9971185,4.906552,0.5084105,0.05812871,0.6788109,0.9999166,0.04839599,1,True,False,False,True,False,True,1,1,False,0.0,0.8423066,0.24200623,4.990521,0.5361546,0.25814375,0.3981455,0.7090392,0.34544554,6.161373,3.5481176,0.55167156,0.37395182,0.49261242,7.082755,0.5162075,0.9663752,0.56342614,0.6447357,0.03240591,0.7668521,0.99236095,0.9558952,5.5637054,4.501305,8.311765,9.994801,0.002617733,9.848867,9.916979,0.7173117,0.008723608,0.99426234,0.7056177,0.73610455,0.65128523,0.012334498,4.8924136
3,1,1,0.90013903,3.5646074,0.06767576,4.8505644e-13,0.971764,0.5924615,0.6358546,1,False,False,False,True,False,True,1,1,False,0.0,0.95454425,0.049560394,4.6782885,1.0189096,0.4671874,0.3649637,0.6958646,0.33442205,5.263622,3.2413657,0.5494672,0.3733117,0.49328712,7.0769305,0.5164056,0.9971185,0.9663752,0.56342614,0.6447357,0.03240591,0.7668521,0.99236095,4.906552,5.5637054,4.501305,8.311765,9.994801,0.002617733,9.848867,0.04839599,0.7173117,0.008723608,0.99426234,0.7056177,0.73610455,0.65128523,3.2086422
1,2,2,0.0063455603,9.994795,0.90824175,0.6342749,0.74049807,0.98605764,0.8738594,0,True,False,False,False,False,False,1,1,True,72.0,0.63453436,0.5461841,6.1553183,3.392107,0.51937,0.42488113,0.58722085,0.4200797,6.691076,2.6919997,0.56914645,0.38812703,0.49248227,7.0817533,0.51699644,0.90013903,0.9971185,0.9663752,0.56342614,0.6447357,0.03240591,0.7668521,3.5646074,4.906552,5.5637054,4.501305,8.311765,9.994801,0.002617733,0.6358546,0.04839599,0.7173117,0.008723608,0.99426234,0.7056177,0.73610455,0.063422576
2,1,1,0.5125777,7.498861,0.78283405,0.66278136,0.978667,0.5022944,0.898135,1,False,True,False,True,False,True,2,1,False,96.0,0.47302076,0.44820783,7.019421,3.2417934,0.80261636,0.14492908,0.6558168,0.3472789,6.3345127,2.3212473,0.59664893,0.4058263,0.49251541,7.082442,0.5176254,0.0063455603,0.90013903,0.9971185,0.9663752,0.56342614,0.6447357,0.03240591,9.994795,3.5646074,4.906552,5.5637054,4.501305,8.311765,9.994801,0.8738594,0.6358546,0.04839599,0.7173117,0.008723608,0.99426234,0.7056177,3.8437488
3,2,1,0.018896265,9.580677,0.1971812,0.006017371,0.99647623,0.9387681,0.5817403,1,False,False,False,True,False,True,2,1,False,72.0,0.17927317,0.2887184,9.024777,1.337606,0.78457826,0.17608164,0.5664112,0.42292774,6.515786,2.5405765,0.5377172,0.36651176,0.49173516,7.0865574,0.517731,0.5125777,0.0063455603,0.90013903,0.9971185,0.9663752,0.56342614,0.6447357,7.498861,9.994795,3.5646074,4.906552,5.5637054,4.501305,8.311765,0.898135,0.8738594,0.6358546,0.04839599,0.7173117,0.008723608,0.99426234,0.18103899
2,1,2,0.010535588,5.1925597,0.6714402,0.00069413235,0.9861164,0.096978135,0.7666837,0,False,False,True,True,False,True,2,1,False,-72.0,0.18066986,0.28747103,7.424032,2.1950152,0.748853,0.1589492,0.48742682,0.47232163,6.614537,2.461426,0.6459972,0.28766435,0.4909437,7.083442,0.51814044,0.018896265,0.5125777,0.0063455603,0.90013903,0.9971185,0.9663752,0.56342614,9.580677,7.498861,9.994795,3.5646074,4.906552,5.5637054,4.501305,0.5817403,0.898135,0.8738594,0.6358546,0.04839599,0.7173117,0.008723608,0.054706667
3,3,2,0.96726334,9.989218,0.10856698,0.0023678667,0.0012369835,0.99903363,0.0003955813,1,True,False,False,True,False,True,1,1,False,264.0,0.33223173,0.5499694,8.254151,2.6592731,0.44960654,0.39986733,0.48755372,0.47247183,7.2467527,2.7030246,0.54358065,0.373005,0.49172583,7.0882134,0.5172903,0.010535588,0.018896265,0.5125777,0.0063455603,0.90013903,0.9971185,0.9663752,5.1925597,9.580677,7.498861,9.994795,3.5646074,4.906552,5.5637054,0.7666837,0.5817403,0.898135,0.8738594,0.6358546,0.04839599,0.7173117,9.662204
2,0,0,0.20885585,7.155458,0.7036594,0.0033034345,0.8828889,0.90534335,0.93019557,1,True,False,False,False,False,False,1,1,True,120.0,0.3955516,0.504949,7.445745,2.4114687,0.5657583,0.4963973,0.37494478,0.4220246,7.568025,2.5049064,0.669552,0.32351664,0.49126214,7.0883236,0.5179672,0.96726334,0.010535588,0.018896265,0.5125777,0.0063455603,0.90013903,0.9971185,9.989218,5.1925597,9.580677,7.498861,9.994795,3.5646074,4.906552,0.0003955813,0.7666837,0.5817403,0.898135,0.8738594,0.6358546,0.04839599,1.4944593
